account_id,opportunity_name,close_date,stage,amount,lead_source,description,probability,created_date,owner_name,account_name,duns_number
59,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec,4/5/2022,Closed Lost,Peso,Web,Phasellus in felis. Donec semper sapien a libero. Nam dui.,52.23,2022-01-12T07:46:49Z,Calv Terrell,Wikizz,94-936-4954
60,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate,5/16/2022,Closed Lost,Rupee,Purchased List,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",52.07,2022-07-24T23:55:00Z,Briana Iowarch,Rhynyx,12-045-1146
61,at feugiat non pretium quis lectus suspendisse potenti in eleifend,2/9/2022,Closed Won,Peso,Referral,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,71.33,2022-07-09T02:54:28Z,Jacqueline Ullrich,Thoughtworks,02-508-8980
62,ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,3/12/2022,Closed Won,Ruble,Web,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",53.34,2022-07-09T20:57:48Z,Maura Buist,Jabbersphere,33-572-6596
63,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,11/14/2022,Closed Lost,Franc,Referral,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",59.67,2022-12-08T02:24:32Z,Parrnell Lockhart,Izio,29-395-0319
64,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis,1/8/2022,Closed Lost,Lev,Referral,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",57.61,2022-05-03T23:27:39Z,Guido Bottoms,Devpulse,73-485-2876
65,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi,2/1/2022,Closed Lost,Yuan Renminbi,Partner,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",51.48,2022-03-28T10:27:37Z,Milzie Carletti,Feedbug,97-362-5603
66,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at,12/28/2022,Closed Lost,Pound,Referral,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",27.07,2022-08-21T10:11:39Z,Chandal Bassingham,Zazio,98-282-7319
67,amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus,1/3/2022,Closed Lost,Peso,Referral,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",73.5,2022-01-13T01:54:24Z,Wenda Caldero,Tagtune,96-820-8441
68,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris,10/26/2022,Closed Lost,Rupiah,Partner,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",83.22,2022-05-04T16:36:34Z,Miof mela Snowman,Snaptags,89-378-7691
69,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam,8/28/2022,Closed Lost,Krona,Partner,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",11.85,2022-04-23T09:08:08Z,Bunny Lent,Eadel,02-293-5767
70,pellentesque eget nunc donec quis orci eget orci vehicula condimentum,12/22/2022,Closed Lost,Krona,Partner,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",27.33,2022-07-27T16:44:11Z,Cyrille Kippling,Twitterwire,67-638-5751
71,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus,9/28/2022,Closed Lost,Ruble,Web,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",77.03,2022-07-13T23:30:02Z,Dolf Gianettini,Vitz,83-364-7510
72,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis,2/19/2022,Closed Lost,Rupiah,Referral,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",89.38,2022-03-16T19:46:33Z,Kara-lynn Monnoyer,Janyx,83-612-3237
73,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius,8/1/2022,Closed Lost,Dollar,Partner,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",18.47,2022-11-08T03:45:57Z,Gregorius Chadwin,Realcube,70-238-8915
74,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus,11/9/2022,Closed Lost,Krona,Referral,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",51.41,2022-08-28T05:20:36Z,Dusty Cumberland,Agimba,00-221-0743
75,libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar,4/29/2022,Closed Lost,Rupiah,Web,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,93.2,2022-04-20T05:23:39Z,Marmaduke Szepe,Voolith,90-557-2838
76,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,3/31/2022,Closed Lost,Ruble,Web,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",26.69,2022-11-11T09:16:46Z,Melanie Mushart,Vidoo,70-472-8359
77,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non,6/30/2022,Closed Lost,Gourde,Referral,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,9.07,2022-07-21T15:36:55Z,Brandon Swaisland,Eire,74-229-5358
78,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer,5/5/2022,Closed Lost,Yuan Renminbi,Partner,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",55.03,2022-01-28T17:17:53Z,Aila Bamlet,Vidoo,02-808-7997
79,donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh,7/22/2022,Closed Lost,Lari,Web,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",3.88,2022-11-08T17:40:04Z,Elnar Kilcoyne,Ooba,20-860-8992
80,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus,10/3/2022,Closed Lost,Manat,Web,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",69.81,2022-12-16T11:36:32Z,Riordan Hardway,Dablist,75-622-1274
81,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu,1/22/2022,Closed Lost,Kuna,Referral,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",46.47,2022-09-22T06:08:39Z,Coralie Mollon,Meezzy,62-133-9434
82,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc,9/24/2022,Closed Lost,Rupiah,Web,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",65.43,2022-10-15T15:55:29Z,Ag Sherville,Yakidoo,17-279-2313
83,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo,8/26/2022,Closed Won,Ruble,Web,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",54.79,2022-10-14T04:56:23Z,Philippe Darcey,Brainlounge,16-416-8274
84,sit amet erat nulla tempus vivamus in felis eu sapien,11/16/2022,Closed Lost,Krona,Purchased List,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",49.67,2022-02-15T16:49:55Z,Nanon Hackley,Blogtag,95-260-6332
85,a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at,3/14/2022,Closed Lost,Rupiah,Referral,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",94.36,2022-03-16T04:02:36Z,Kittie Klouz,Skibox,24-550-6722
86,non pretium quis lectus suspendisse potenti in eleifend quam a odio in,2/13/2022,Closed Lost,Dollar,Partner,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",94.44,2022-06-27T23:02:09Z,Ilse Lempenny,Jabbertype,14-487-3173
87,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit,10/17/2022,Closed Won,Cordoba,Web,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",58.39,2022-04-29T06:25:59Z,Tobie Doughty,Bluejam,24-604-9371
88,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin,8/22/2022,Closed Won,Yuan Renminbi,Referral,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",44.22,2022-02-12T19:19:57Z,Andrew Burdytt,Photospace,22-546-0798
89,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum,2/11/2022,Closed Lost,Krona,Partner,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",95.32,2022-11-26T01:05:37Z,Haley Carlow,Eidel,17-118-7124
90,nulla nunc purus phasellus in felis donec semper sapien a,6/19/2022,Closed Lost,Yuan Renminbi,Web,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",26.79,2022-10-07T15:37:13Z,Beth Passo,Centizu,34-140-9940
91,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,11/9/2022,Closed Won,Pound,Partner,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",67.8,2022-01-28T15:35:30Z,Bernardine Giannazzi,Eimbee,95-382-0043
92,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,12/13/2022,Closed Lost,Yen,Referral,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",61.31,2022-06-17T21:55:27Z,Reagan Berndt,Roombo,29-426-0290
93,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper,12/2/2022,Closed Lost,Yuan Renminbi,Web,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",20.25,2022-05-30T09:14:49Z,Dusty Paish,Omba,66-068-2076
94,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget,1/21/2022,Closed Lost,Peso,Purchased List,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,30.89,2022-07-16T10:03:34Z,Ashli Barnicott,Eayo,18-822-9101
95,sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean,3/18/2022,Closed Lost,Rupiah,Web,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",99.74,2022-08-29T04:56:37Z,Tamar Cummungs,Feedmix,43-210-5693
96,mi in porttitor pede justo eu massa donec dapibus duis at velit,3/21/2022,Closed Lost,Peso,Web,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",7.35,2022-09-13T05:51:40Z,Hallsy Rawsthorn,Oyonder,13-026-9322
97,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam,12/4/2022,Closed Won,Franc,Purchased List,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",54.76,2022-05-04T15:38:37Z,Christy Remon,Divanoodle,68-395-8768
98,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,3/11/2022,Closed Lost,Krona,Referral,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",95.87,2022-03-05T16:15:41Z,Aymer Hurst,Ntag,75-252-5670
99,dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh,6/5/2022,Closed Lost,Ringgit,Referral,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",29.46,2022-11-29T20:39:15Z,Vance Springate,Skibox,75-299-3065
